strike_id,date,location,area,country,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured
SOM152,2019-04-26T00:00:00Z,Golis Mountains,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,3,3,0,0,0,0,0,0
SOM153,2019-05-05T00:00:00Z,Vicinity of Tortoroow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,3,3,0,0,0,0,0,0
SOM154,2019-05-08T00:00:00Z,Golis Mountains,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,13,13,0,0,0,0,0,0
SOM155,2019-05-09T00:00:00Z,Golis Mountains,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,4,4,0,0,0,0,0,0
SOM156,2019-05-22T00:00:00Z,Golis Mountains,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,2,2,0,0,0,0,0,0
SOM157,2019-05-22T00:00:00Z,"Baled Amin, lower Shabelle",NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,2,2,0,0,0,0,0,0
SOM158,2019-05-24T00:00:00Z,Golis Mountains,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,3,3,0,0,0,0,0,0
SOM159,2019-05-26T00:00:00Z,Golis Mountains,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,3,3,0,0,0,0,0,0
SOM160,2019-06-04T00:00:00Z,Golis Mountains,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,6,6,0,0,0,0,0,0
SOM161,2019-06-05T00:00:00Z,Vicinity of Tortoroow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM162,2019-06-16T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,2,2,0,0,0,0,0,0
SOM163,2019-06-24T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM164,2019-06-25T00:00:00Z,Vicinity of Kunyo Barrow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM165,2019-07-27T00:00:00Z,Golis Mountains,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM166,2019-08-20T00:00:00Z,Vicinity of Kunyo Barrow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM167,2019-09-03T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,1,1,0,0,0,0,0,0
SOM168,2019-09-17T00:00:00Z,"Northwest of Kismayo, lower Juba province",NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,2,2,0,0,0,0,0,0
SOM168a,2019-09-24T00:00:00Z,"near Ugungi, Lower Shabelle",NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,0,0,0,0,0,0,0,0
SOM169,2019-09-30T00:00:00Z,"Baledogle Military Airfield (BMA) complex, Baledogle",NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,10,10,0,0,0,0,0,0
SOM170,2019-09-30T00:00:00Z,Near Kunyo Barrow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM171,2019-10-25T00:00:00Z,"Ameyra village, Golis Mountains",NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,3,3,0,2,0,0,0,1
SOM172,2019-11-12T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM173,2019-11-19T00:00:00Z,near Qunyo Barrow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM174,2019-11-30T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,0,0,0,0,0,0,0,0
SOM175,2019-12-09T00:00:00Z,Vicinity of Saakow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM176,2019-12-16T00:00:00Z,Vicinity of Dujuuma,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM177,2019-12-29T00:00:00Z,Qunyo Barrow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,2,2,0,0,0,0,0,0
SOM178,2019-12-29T00:00:00Z,Caliyoow Barrow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,2,2,0,0,0,0,0,0
SOM179,2020-01-03T00:00:00Z,Bacaw,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,3,3,0,0,0,0,0,0
SOM180,2020-01-16T00:00:00Z,Vicinity of Qunyo Barrow,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,2,2,0,0,0,0,0,0
SOM181,2020-01-19T00:00:00Z,Near Bangeeni,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,3,3,0,0,0,0,0,0
SOM182,2020-01-26T00:00:00Z,Near Jamaame,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,0,0,0,0,0,0,0,0
SOM183,2020-01-27T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,1,0,0,0,0
SOM184,2020-01-29T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,0,0,0,0,0,0,0,0
SOM185,2020-02-02T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,2,0,1,0,0,0,2
SOM186,2020-02-04T00:00:00Z,Vicinity of Beer Xaani,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,1,1,0,0,0,0,0,0
SOM187,2020-02-06T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,0,0,0,0,0,0,2,2
SOM188,2020-02-17T00:00:00Z,Vicinity of Jilib,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,0,0,0,0,0,0,0,0
SOM189,2020-02-19T00:00:00Z,Vicinity of Wadajir,NA,Somalia,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,3,3,0,0,0,0,0,0
